"index","Att00","Att01","Att02","Att03","Att04","Att05","Att06","Att07","Att08","Att09","Att10","Att11","Att12","Att13","Att14","Att15","Att16","Att17","Att18","Att19","Att20","Att21","Att22","Att23","Att24","Att25","Att26","Att27","Att28","Att29","class"
"10","12.514357354654","UGRY","2.64748183343519","-293.197335593087","-157196","-805.442869088316","93536","-14.0510789951622","4885.80910177639","","32.3471566340243","XXUL","EWIT","-11.1409332629014","-1156.03775238629","251.688613174418","28.6626107916959","1","287.494433944192","-39.4175759555423","531.145245675296","-613.816323220853","113.772154354261","","115.730327264871","-5.22418977569438","0","4726","284.092416633172","405.284616874828","2.0"
"11","19.7732683184121","OPHU","-16.3561675029629","4466.28899043076","129591","204.335812743897","-98940","14.6510457124687","-5022.69030527105","-75.6045883446466","-10.7804570667302","GLRW","EWIT","-12.7948411091733","315.340162942025","-79.7648798899764","-177.077877272123","1","453.53114509859","9.99999221346","55.7427461514235","918.276939806564","-36.0565466686511","","98.0176624817718","-1.27925637960101","0","-13743","549.481675028446","-128.44235731822","2.0"
"12","24.9392803571972","VMNM","2.85923145493127","2135.86862204846","-24948","-91.1751793602161","44541","-11.4156669219867","-1655.31074581841","","-18.7327308818964","GLRW","EWIT","11.7042073703809","49.1838125206729","-55.4769889530728","30.9550899730757","1","236.686844410879","-4.46202293870882","233.117142348168","961.654029492751","-25.0775610015565","11.3310903626817","103.15936633219","-4.06839765866778","1","-12931","553.393446686045","-89.3324887830105","0.0"
"13","21.6544526805105","OPHU","-1.67537184312229","-2065.50517767996","90358","-319.045681462215","-17832","-10.2910440436769","-2106.33640562144","620.382186096819","-18.6391681481728","GLRW","YOYS","5.81869992089238","-610.386027420397","222.394951855776","-18.1381909648355","1","262.313089219275","-15.6137795304581","513.909001799527","2000.11527417374","100.530383440944","","-13.472051052724","-3.71995484313871","0","6535","639.574666017537","358.114146369039","0.0"
"14","36.5279306856629","OPHU","12.39374936163","-4874.10441683895","-57594","-304.051205875143","90990","-25.5952316919144","-5420.62778183074","-1017.56552149687","-47.3404300132299","GLRW","NYFD","14.8727361548927","-1192.84011551641","-136.0692436222","134.179283013739","0","274.058451423123","-14.8799647522158","445.941969211388","2546.40393273039","-61.5081103312542","","-635.762080479826","14.3079697129856","0","18785","659.744738627035","-219.107136291679","0.0"
"15","17.9284919025939","UGRY","8.03485334381994","-602.265554150303","23503","54.1938376686286","28825","-21.2643934892121","3939.16741440417","690.673966391572","45.7160909508328","GLRW","YOYS","14.6593622722497","-1086.96997322522","265.318783996673","86.988273631871","0","155.892989251075","2.65219271857663","657.788853159671","-2490.19052092722","119.933473609454","","-703.033144412527","4.10384852054077","0","-10118","36.0616449684964","427.232763395894","1.0"
"16","-34.2051216255947","UGRY","10.327398355319","704.787419915102","290296","1943.3051685963","-63284","-28.6928129297988","2714.28316041534","-41.853808642432","-29.8951709495195","KIKU","YOYS","-6.45131612989149","1259.84539299896","-81.8744465509219","111.808208015247","0","91.026557079823","95.1034294643978","596.667420976093","-802.401202183792","-37.0101454061648","","-563.536865254873","9.77319403408067","0","7351","248.030771664676","-131.839312409552","1.0"
"17","-1.58777126704139","OPHU","-1.63834104748086","1649.91650250375","250210","242.663472911672","92229","14.562410121761","1774.75101899023","226.122256128813","-15.8713060430189","GLRW","GECO","-5.95083807229724","592.336716873682","44.3066504459238","-17.7372819692109","0","59.9725312529821","11.875709925843","541.780374875239","1088.73379559306","20.0281729470242","11.995713935973","-330.926732694813","0.260196954190539","1","-33497","566.717918894744","71.3453168361624","1.0"
"18","-28.7142097519014","UGRY","6.82497496890108","4151.53813058103","52151","432.96133926623","31968","0.887861366985634","-1767.64372364992","-202.370934697718","-14.2251243307449","GLRW","NYFD","18.5322577061987","1447.26393584053","-52.8031295392721","73.8896859370905","0","445.789883646054","21.188698952239","319.787333184482","-1980.92247089084","-23.8688819830198","7.69233842160094","-23.7146713167052","-0.41465156893961","1","-11613","78.6021617448922","-85.0268744986313","2.0"
"19","13.1350785523982","VMNM","-5.4526692711535","6163.33527204473","-156785","578.925178043596","88490","-0.163197576998714","7341.2802263339","613.475057370159","30.1848116038955","GLRW","YDNM","-39.9451466676817","-184.553557383222","49.354655203614","-59.0326003831819","1","235.352144160442","28.3320245965293","504.251815514522","572.940872710829","22.3100496248339","","-501.996252031048","-5.06067189886586","0","-906","498.506400615351","79.4739272186471","2.0"
"20","2.10886196512621","UGRY","-1.9331918401081","785.628385432663","-269684","-1472.97445472469","145663","-20.8619036710752","4823.2909228905","648.462760461002","22.5347407625286","XXUL","NYFD","40.0613852849105","-1327.5388941692","51.7997612170471","-20.9294449536616","0","412.689317435209","-72.0859103457006","371.007093354321","473.855288930003","23.41532401633","","224.968315461363","-3.39972317773483","0","13559","483.103799713552","83.4111885884566","2.0"
"21","8.72107369189778","OPHU","6.93765763258078","4358.06193861883","99253","-852.950454259892","175480","-17.8710722073008","1184.02266702816","1443.29192377792","25.891719863075","XXUL","YOYS","-1.87829158045312","-65.1862424827893","59.6661447749304","75.1096298442531","0","183.832714493562","-41.7425501018585","210.502212440244","-275.757135596886","26.9712075863869","","297.949233395797","5.28089373857574","0","8870","345.947305968966","96.0781273356531","2.0"
"22","-8.20626964574517","UGRY","-1.95133212833799","3148.6991410936","205716","550.095261772861","56938","18.5052916910026","-18.0363230857553","","2.33969689154603","GLRW","NYFD","-55.2017751603693","905.676386697776","167.1014768296","-21.1258383772599","1","246.02974616394","26.9211170598099","563.417361868226","641.010113728491","75.5357772244842","-45.6229257682862","-100.156069212125","-0.451016008932947","0","37611","509.50825840235","269.077163094266","1.0"
"23","-7.66043108931348","OPHU","4.65499865036283","1461.4721286621","175579","-710.180042572368","71336","-14.6710341081798","-2809.8432796262","591.527368124664","16.8958163791155","GLRW","EWIT","-2.21960724799936","326.12669472964","128.110153868357","50.3967252451729","0","8.27514155271118","-34.7555076151989","181.163924992126","-247.420242462193","57.9103202819834","","20.4299103037572","-0.102278925262105","0","-14331","352.059449183965","206.290916277294","0.0"
"24","-2.43849908493947","OPHU","4.27317949574355","2593.31867485265","-35411","-543.332884106371","83119","-4.29149048353459","-1057.54708438571","724.558506971997","1.00934065515966","XXUL","NYFD","-14.2901179095404","37.6329513849929","214.325066544253","46.2630108289093","1","337.501203327242","-26.5901729971843","523.932916677634","-1287.9586266099","96.8825098812153","","248.919466072076","-2.35760650297591","1","-17781","163.316466704784","345.119516475163","2.0"
"25","-7.69581901849669","VMNM","-5.65441563524287","989.791182407861","-57713","-1077.89243587576","15644","4.68885688938592","-863.2640056144","743.952897233918","-19.4647100634546","XXUL","NYFD","5.19312628697207","-316.664120954605","406.71310952679","-61.2167806255182","1","147.350907648277","-52.7509878026848","172.729167350793","-1256.00725865488","183.848709289509","-10.1359512968293","268.244834488273","-13.8487788283792","0","3522","169.184124191183","654.914676884115","2.0"
"26","12.7608084989925","UGRY","-7.40571677987661","4755.50152254055","-133626","876.408842825781","40425","-5.53203754783795","5887.73861134263","-261.935470396349","-57.9782452523517","GLRW","NYFD","18.1851511127415","-583.48687606147","-136.255360445093","-80.1770100985781","1","210.615699519004","42.890580394978","636.029623302317","-44.8269983291597","-61.5922417173945","-11.0717848438557","-694.18283626821","6.20551667392781","1","-32246","394.844451688961","-219.406833144504","2.0"
"27","-40.4823252484327","VMNM","5.35993266031661","2716.70478663397","57651","376.819227980966","154986","-14.0332245773857","1328.38888244987","660.550674706051","43.132364296378","GLRW","GECO","52.3408443909656","915.586241577319","28.805266923258","58.0285997706036","0","317.836619637466","18.4411596532738","325.166019216637","2487.19055535972","13.0209993740857","","596.711222398739","8.29127288345768","1","-7792","659.011281441235","46.3840275558257","2.0"
"28","9.38310641233919","OPHU","1.28813454706567","-2344.47517757968","44081","-1732.65635306232","50611","-20.8156024778981","-2862.29756409002","630.190318754042","8.49278052958134","XXUL","EWIT","-11.9852735893169","-533.183645850144","190.622058296739","13.9458177592004","0","316.768859437116","-84.7944851495088","162.583009608319","979.10226900898","86.1679118746397","","172.821914850599","-13.7500254421066","0","-23553","555.716061107745","306.951462325978","0.0"
"29","-15.699165843806","UGRY","-1.48967422741444","3319.00270338115","-70732","200.77110861342","37798","14.3473868250031","-1845.88445872553","-76.6957543327904","-47.9440582123978","XXUL","EWIT","-7.38734436034586","446.938273710305","207.828357979553","-16.1277603674426","1","252.347327349343","9.82553912533327","377.608208030147","-639.154187803901","93.9457678478942","","-87.8042672011984","-0.165660313394084","1","9075","278.469244875373","334.658113361281","2.0"
"30","-29.8335676799415","UGRY","-5.24377042728584","1608.28232751298","-197163","-1411.89861714837","35644","-0.758677672733908","724.108228718621","173.050149910381","4.42126385892351","XXUL","GECO","-23.0578231212101","-113.887016643612","220.660039090684","-56.7709847675442","1","70.8280932898721","-69.0969193705391","610.480864649581","-2111.81972613334","99.7461415143361","","253.325398353408","-15.4446094886869","0","25404","66.5001181791934","355.320482220139","0.0"
"31","-32.4363144308794","EEVW","11.3946527248511","118.766077672438","304743","782.735333895811","37688","1.49068126724386","6210.34302203958","493.469721088674","23.1380403101914","GLRW","EWIT","-2.69435993645844","550.987590823575","154.86649622411","123.362695839605","0","313.654558852763","38.3062916825475","180.674953534658","-4061.13818367457","70.005133289454","5.77077945727788","-621.951391093615","12.6502216357858","1","11878","2.32261442169977","249.375638402202","1.0"
"32","-0.760631642229128","OPHU","-3.48538499261161","1468.48790155996","-22142","128.116870057672","-30741","-15.2442384608578","5018.65817869371","665.348295616433","-17.8502043648586","GLRW","EWIT","9.19690430043267","-171.216132093157","28.9851680275296","-37.7340581683316","0","347.289005163782","6.26991267847566","402.912480954149","-951.433694681611","13.1023210355846","-41.1107120316567","74.9708090570515","-8.66401179263734","0","-1683","221.137341518678","46.6737154729726","2.0"
"33","-2.00272779648413","OPHU","-8.46894106258286","-494.901812629641","-15869","289.303341984453","-67801","6.33503793955861","-745.127224287002","","-10.9327913560193","GLRW","YOYS","-6.05676076218565","41.0796718464178","168.542075446902","-91.6878667226431","1","435.201261659252","14.1582189060439","294.116331667379","1535.60114315843","76.1869787476003","-2.29845300422591","-380.856320379098","-10.2801311914313","1","-4262","611.33656436424","271.396904346441","1.0"
"34","-30.2850294998053","OPHU","5.40376087552121","1521.87066406124","8036","283.194167855375","36488","-9.2873247498713","-4692.66428851021","-656.430312563343","12.1814673469173","GLRW","EWIT","19.6978534409915","912.191412270296","1.89367330887898","58.5031001272214","0","52.0533097670542","13.859241977325","202.311940527645","1006.4445129152","0.856007307112539","","-263.443703426047","5.17849919171451","0","16693","558.772132715245","3.04931022423033","1.0"
"35","-23.0910261709656","UGRY","-10.9058520556405","2077.25304641143","190987","1041.53505644454","-102652","27.8102094677029","1077.69729009345","-343.209508736356","-16.4737876440912","GLRW","GECO","3.59666357014109","1415.06204039907","-25.7391527075369","-118.070760250334","1","38.2614071792022","50.9716936773341","533.101131505171","-221.958753825822","-11.6350073126289","-12.7477213646779","-47.6282329710461","-9.82755882481698","1","45674","356.826920891665","-41.4467802583016","1.0"
"36","-11.4498201768963","OPHU","0.814464381577929","-1167.29735992648","-156034","-470.532106937612","-136962","21.9936037564486","3207.33244054462","-251.891138627864","-9.6712905908504","GLRW","YDNM","-18.8702148978697","282.318339574639","-257.366596180993","8.81769056091201","1","97.8780183654011","-23.0273750958009","403.27920954725","-4918.80200845094","-116.338803480327","21.9032116987334","449.484926013115","-5.64683649032461","1","-16449","0.366728592899964","-414.427657310459","0.0"
"37","-18.9090903235306","OPHU","9.49560779756156","1691.66471369606","-221014","-70.2402214066413","44494","-10.5494306211766","1157.01586674336","","-12.3872203029422","XXUL","NYFD","-30.5554371913297","471.176633622443","-59.0333007358259","102.802937906831","0","357.34374705041","-3.43748683946299","591.533220672672","-2280.76917209647","-26.6851396995998","","127.628086636617","-5.10043736688309","0","20411","52.1977030560949","-95.0590826093339","2.0"
"38","2.77385497164765","UGRY","2.15285377218839","-2558.12431861265","56319","-1455.377175307","129397","31.1854438175426","3247.13035030696","","-35.0147419985428","GLRW","YOYS","-19.9352706774553","-895.549789674842","-76.6046679151585","23.3075857157457","1","146.372127464623","-71.224716926926","385.065022756544","-1693.92875806466","-34.6280190922287","","-441.900508413036","15.0963253224307","0","9371","105.98456334809","-123.353587972227","0.0"
"39","11.212656695093","UGRY","-0.397602151409253","3568.00376657313","36519","-545.819965710234","61681","-9.01752110315973","-6199.39952585919","0.925898135265643","-6.25808508599657","XXUL","EWIT","-33.7156724154101","335.246420139075","106.362119229431","-4.30458693686192","1","260.800428935446","-26.7118883066001","142.657422716472","1232.74832931973","48.0794394859301","6.16502829443809","-286.426251807188","-5.80351504176231","0","-10824","581.876034067943","171.270881897315","0.0"
"40","-2.62364175565816","OPHU","9.78979511503465","1464.70111475008","-257554","-686.169216857518","185940","-40.6453210738063","4559.46244665083","241.117946618281","-10.7610060585707","GLRW","NYFD","4.84285787992651","-517.233522157314","-123.829405967428","105.987917865557","0","370.601769538087","-33.5804415953809","334.08974831544","1014.56389313125","-55.9752708381745","","-106.283943831911","-2.82241961245573","0","10588","559.383347036745","-199.397790477584","2.0"
"41","5.6278059825684","UGRY","-2.50996170071971","1265.46448653113","-191077","730.079188477029","16803","-6.5993625685665","-622.101153228349","272.944796732413","-22.7596561767417","XXUL","NYFD","7.83512702073507","-386.724154756151","263.761951000183","-27.1737673215477","1","10.2327019200192","35.7293520990854","463.05597022279","1882.20254037475","119.22973003621","","186.524969511895","-2.06913863155901","1","-21950","634.073737124037","424.725854336471","1.0"
"42","21.9184845901843","OPHU","9.79863085412831","-465.46027984958","118890","1432.59509707567","-7645","4.36694464711583","485.257507895865","898.686477901461","-5.09299344147457","GLRW","EWIT","22.5585434062359","1338.88164760204","100.295120155973","106.083576822495","0","16.5502831054224","70.1097845914705","133.73369361767","2422.52012757218","45.3369413397218","15.4347205441009","429.814424113907","-16.6958150638539","0","35502","657.544367069635","161.501423660592","1.0"
"43","0.229746573518809","UGRY","2.48935613854624","685.77945520122","-174244","-277.414398169367","-3627","4.29991714342305","2270.4060930431","-231.870989555511","6.28557234540847","XXUL","EWIT","-29.8269787313582","-238.377798565304","-13.1227046892391","26.9506839367012","1","471.327148437754","-13.5763857756658","641.286066470105","-2925.31007399198","-5.93192661606371","","-206.554093610728","-3.98282683098784","0","11068","18.7031582378982","-21.1309930761713","2.0"
"44","-3.92870903262963","UGRY","5.83277765218317","2488.95348827712","-101450","-572.041343216911","109862","-16.7596744108747","-1792.11692479046","247.726047160725","-4.34907580941977","XXUL","EWIT","1.32420362940818","725.450702238119","18.3485686895848","63.1477933361694","0","7.29636136905717","-27.9951365408273","382.375679740467","1992.26433067787","8.29420196170947","24.0972223203847","57.0111694030538","-14.4084611863368","1","3296","639.085694560337","29.5460034435744","1.0"
"45","-8.67395529479048","OPHU","-8.19057996837112","1752.27260621466","61638","424.631929534737","-37422","2.09399067615282","-125.270489963136","-166.769934669007","-7.92664494759672","GLRW","EWIT","29.3159912107167","251.795882439144","95.6647499100376","-88.6742272701716","0","408.240316600418","20.7810658930158","177.98561051858","717.815275903928","43.243850231254","","-325.009124783152","-4.08617358031129","0","-11070","519.532173274949","154.045314274299","1.0"
"46","-15.3705846033022","OPHU","-2.59170245483328","2438.03711882084","72555","211.632083461951","64870","22.8711014891506","3180.94896580447","429.143486633564","27.5006184733122","GLRW","YOYS","-30.4165960722059","777.11836184217","167.554536072561","-28.0587227502832","1","448.281324113537","10.3570644730314","601.801621279513","689.544879442549","75.7405760251596","-0.838845940700267","-183.813003778465","-6.31080226690986","0","31669","514.886944431549","269.80670719","1.0"
"47","-13.872093317231","OPHU","-0.302615255196514","2416.61936954434","-442","370.12087822768","8331","8.02339793175098","-803.571216007898","","2.02295735555676","GLRW","EWIT","28.6855810722468","1082.6597261601","0.895423816194173","-3.27622390823848","0","436.446981892993","18.1133490532796","152.681337594579","365.176810785738","0.404763232407049","","-210.347720606989","-10.3008397263434","1","16319","467.089984490254","1.44186697089615","1.0"
"48","-41.211547510545","UGRY","-7.78494623482694","1224.81388157931","318175","776.95646360888","-97932","3.90930989349138","4412.80882358939","609.685406937811","-32.8382233089942","GLRW","NYFD","24.1552693453865","1015.57355600238","75.0163799708084","-84.2826874749869","0","139.075766095565","38.023479496588","624.29430832307","-1574.73746387915","33.9100567701176","","219.37934138381","-2.69745850163082","1","651","119.553521285388","120.796028204647","1.0"
"49","-33.0838936645002","OPHU","-2.74448472158146","3472.52111510102","-67816","-529.659298045225","153403","-13.6655983032031","-399.807975723731","-1072.11767889009","7.76518936101242","GLRW","EWIT","23.6976331153782","211.437697150866","-204.794467756234","-29.7127996894983","0","12.6351623708063","-25.9210012435626","256.832258035397","2147.86908843086","-92.5743421706341","","-758.845565197418","9.41402377405194","0","-35920","648.498395111436","-329.772755135137","0.0"
"50","46.5719843268468","UGRY","1.82867339349435","655.509125256903","-210675","46.8447079393918","-10979","-4.15605277269016","-979.591104289","89.0909353782704","34.0066617156678","GLRW","YDNM","7.60161258324008","-1052.02437049253","167.893844422925","19.7978898593041","1","51.0745295834002","2.29253359137221","34.5947306159054","-458.543529654944","75.8939553994761","","-515.276586219033","-4.40249734899389","0","-13597","312.819489743669","270.353082542644","1.0"
"51","15.4967954800804","OPHU","-0.302646632199838","3016.80822251326","302031","995.441684925088","-83500","12.058934651469","-3668.92793295133","-3.00247949767","-6.04111081648475","GLRW","YOYS","25.6938298339828","1042.17766908391","-97.4072818380961","-3.27656360720176","1","185.345374777391","48.7159297459064","183.486539415102","-984.077758711213","-44.0315362889817","8.32456149197876","-237.402132995228","4.09294175199378","0","-18253","215.269684032279","-156.851247272015","2.0"
"52","-3.05151828763342","OPHU","3.80248584260789","3212.37213827557","-49676","-78.1880119420753","95487","20.2709060496664","282.334759378246","-286.23866565931","-34.6150124577232","GLRW","YOYS","21.3718279680778","558.82159081158","-87.7025368146806","41.1671084466658","1","296.926315713949","-3.8264438333511","643.975409486182","-656.31915071662","-39.6446483211592","23.3329343135553","-326.956787465524","4.30650649008914","1","16015","275.535416132173","-141.224064861672","1.0"
"53","8.01561880395791","UGRY","-0.404313810145157","1364.39682486659","201617","-1221.4788565303","163046","32.3269907976038","6313.02877336794","911.583726216552","-9.8104599495643","GLRW","YOYS","18.7967143397595","82.4648452428755","-45.3905764533307","-4.37724981963771","1","30.520145726666","-59.7779649596635","192.165782785171","-867.92447033297","-20.5181458364129","","-73.4946809881704","-0.269286543967215","0","19139","233.361627948677","-73.090721727913","0.0"
"54","11.3499640973911","OPHU","-9.11343885464801","3509.37535671408","-93789","-499.123211433847","12546","-6.2368216325543","-387.6782264158","251.73084583763","-0.3505568349193","XXUL","EWIT","26.1584401235002","-659.447837388046","111.04241563076","-98.6654365540106","1","271.56701095564","-24.4265954208983","383.10913692667","-99.6190254179331","50.1950989823201","","-176.612149005427","-2.57160421309313","1","7","382.620165258962","178.80738547588","2.0"
"55","-9.40467871108535","VMNM","-10.5680637308743","4603.81280427282","-126351","29.4270114113727","-73689","-18.0386812079633","-2331.31402230272","-247.879286868699","-60.6924607448214","XXUL","NYFD","-3.53759147273909","-612.939219034782","58.4389383012139","-114.413739771296","1","473.996548938629","1.44012878128195","160.627123778444","-2275.42681947288","26.4164668589807","","-97.6697269643338","6.17490884972631","0","-9303","52.3199459203948","94.1020033495362","2.0"
"56","-25.248455696178","UGRY","-1.08073742217959","3276.8146539543","-289972","-166.797384479241","31380","-22.6346786416014","-4003.62006665025","-922.248008856487","-6.62352181804023","XXUL","NYFD","23.3511512015295","-644.619432346194","197.317643492802","-11.700460304863","1","246.652606280811","-8.16289872842039","81.1692619397922","-1517.96969655867","89.194553178792","","-608.207075078351","8.04293099594164","1","12756","126.399121686188","317.733108927759","2.0"
"57","-8.06351498068866","UGRY","7.94158853916516","-29.1411867254108","46461","-807.711630651603","185803","21.8704795523374","5412.54700187027","","-15.1942987853514","GLRW","EWIT","14.0586234576847","284.370091027836","-134.926386609814","85.978554599006","0","179.116773608684","-39.5286068984907","215.514169879297","-759.244926403035","-60.9914985434656","","-391.529456187289","2.87852388274122","1","13120","257.687957944375","-217.266837040291","0.0"
"58","-13.8305071458713","UGRY","-14.7500095493772","5678.09778107034","-226955","426.282304493036","-127992","-20.7230093243313","-3492.26611763039","-572.791516110265","-15.449481833864","GLRW","NYFD","45.0085670641685","-144.280387803166","-50.8082188735192","-159.689021298792","1","209.992839402133","20.8618336082325","416.725924627638","-981.763212461684","-22.9671118102479","","105.316442704987","-0.931322265440253","0","7877","216.003141218079","-81.8145456027314","2.0"
"59","7.15767790296392","UGRY","0.614149976623635","-5117.4087852388","-144162","-1361.72236399407","-25755","-23.0908211852542","-2647.94417111114","-67.1091630356248","-38.4140311001792","XXUL","NYFD","-12.1175795448061","-1702.71786956688","279.21470127385","6.64901323415383","0","128.665104142155","-66.6413432573469","57.3319033881966","-837.776978683056","126.214919660641","","-95.8513642175128","-2.04456635859046","1","-2801","239.840499756576","449.608831342608","2.0"
"60","-15.8897674830304","OPHU","-1.82717411389855","3.49334232518965","-135133","-519.769864228607","-108792","-28.3419439551116","-3566.66202806201","15.4259843152932","-8.28683972162731","XXUL","NYFD","27.4594772550042","-314.206643573758","187.457572686463","-19.7816581076903","1","294.167935196378","-25.4370221513334","217.470055709172","-2416.01017828303","84.7374524638491","-12.9955394973504","262.79703197581","-9.73560417576678","1","14627","40.462388083296","301.855811307083","2.0"
"61","-12.2641881181528","UGRY","9.58006232742697","3276.69875353368","162419","213.955795113036","77617","-56.1766778142193","-2361.69859606699","955.246883908932","-23.8459620983152","GLRW","YOYS","-0.348046836605843","418.928321235432","124.353258885652","103.717273668669","0","197.268697014631","10.4707846188304","551.926532617713","1634.06280637601","56.2120708837523","","-101.112147665418","3.99707772554724","0","27408","618.304407629339","200.241330940474","1.0"
"62","9.55256210535062","EEVW","5.22567969309947","3013.44437186596","7476","-1166.37073938701","171876","18.6883118454303","1958.47455395609","578.906991277941","-5.81183370793614","XXUL","EWIT","45.3717340148182","559.326441470178","-54.7634363721864","56.5751278342231","1","166.659571271269","-57.0810283094931","48.4081742893941","-453.512264852274","-24.7550099995522","11.7132850785091","47.4699862247896","-8.85222239726159","0","1954","313.308461200869","-88.1834821564606","0.0"
"63","-39.4546661254592","UGRY","-2.37992492267296","2942.10672631401","78491","-47.6013146406351","31971","7.53518818368161","-40.1237587085203","","-10.1930823116333","GLRW","EWIT","28.2823602827708","1546.13284514039","-61.3704375047857","-25.7659413978003","0","227.610882707905","-2.3295611736618","390.321465924332","918.794920882846","-27.7416081741623","","401.659460605298","-8.46701301807766","1","13043","549.726160757046","-98.8224852044905","1.0"
"64","-31.8669931683995","EEVW","4.56657899246033","-140.661512256457","-306556","-787.005004534186","112992","-25.4653109185071","3571.49358146457","-586.324762124961","14.3080351340073","XXUL","GECO","-6.45881573975383","-96.109642770085","-145.467706720335","49.4394615507489","0","70.2052331730013","-38.5152451330682","642.508495113776","253.166951039051","-65.7565480369078","","-49.2657841190254","-7.66153128511749","1","-4327","445.819726102056","-234.241124547637","2.0"
